sample_id,stim_kind,pulse_offset_sample,pulse_start_ns,pulse_width_samples,pulse_peak_mv,adc_code_pos,adc_code_neg,pulse_channel
204,zero,-1,-1,0,0.000,0,0,0
205,zero,-1,-1,0,0.000,0,0,0
206,zero,-1,-1,0,0.000,0,0,0
207,zero,-1,-1,0,0.000,0,0,0
208,zero,-1,-1,0,0.000,0,0,0
209,zero,-1,-1,0,0.000,0,0,0
210,zero,-1,-1,0,0.000,0,0,0
211,zero,-1,-1,0,0.000,0,0,0
212,zero,-1,-1,0,0.000,0,0,0
213,zero,-1,-1,0,0.000,0,0,0
214,zero,-1,-1,0,0.000,0,0,0
215,zero,-1,-1,0,0.000,0,0,0
216,zero,-1,-1,0,0.000,0,0,0
217,zero,-1,-1,0,0.000,0,0,0
218,zero,-1,-1,0,0.000,0,0,0
219,zero,-1,-1,0,0.000,0,0,0
220,zero,-1,-1,0,0.000,0,0,0
221,zero,-1,-1,0,0.000,0,0,0
222,zero,-1,-1,0,0.000,0,0,0
223,zero,-1,-1,0,0.000,0,0,0
224,zero,-1,-1,0,0.000,0,0,0
225,zero,-1,-1,0,0.000,0,0,0
226,zero,-1,-1,0,0.000,0,0,0
227,zero,-1,-1,0,0.000,0,0,0
228,zero,-1,-1,0,0.000,0,0,0
229,zero,-1,-1,0,0.000,0,0,0
230,zero,-1,-1,0,0.000,0,0,0
231,zero,-1,-1,0,0.000,0,0,0
232,zero,-1,-1,0,0.000,0,0,0
233,zero,-1,-1,0,0.000,0,0,0
234,zero,-1,-1,0,0.000,0,0,0
235,zero,-1,-1,0,0.000,0,0,0
236,zero,-1,-1,0,0.000,0,0,0
237,zero,-1,-1,0,0.000,0,0,0
238,zero,-1,-1,0,0.000,0,0,0
239,zero,-1,-1,0,0.000,0,0,0
240,zero,-1,-1,0,0.000,0,0,0
241,zero,-1,-1,0,0.000,0,0,0
242,zero,-1,-1,0,0.000,0,0,0
243,zero,-1,-1,0,0.000,0,0,0
244,zero,-1,-1,0,0.000,0,0,0
245,zero,-1,-1,0,0.000,0,0,0
246,zero,-1,-1,0,0.000,0,0,0
247,zero,-1,-1,0,0.000,0,0,0
248,zero,-1,-1,0,0.000,0,0,0
249,zero,-1,-1,0,0.000,0,0,0
250,zero,-1,-1,0,0.000,0,0,0
251,zero,-1,-1,0,0.000,0,0,0
252,zero,-1,-1,0,0.000,0,0,0
253,zero,-1,-1,0,0.000,0,0,0
254,zero,-1,-1,0,0.000,0,0,0
255,zero,-1,-1,0,0.000,0,0,0
