sample_id,hex_out,float_out,label,prediction,correct,latency_cycles_cnn,latency_us
56,0x0000109c,2.076172,0,1,0,203,1.015
57,0x0000185a,3.043945,0,1,0,203,1.015
58,0x000033ce,6.475586,0,1,0,204,1.020
59,0x000042ba,8.340820,0,1,0,204,1.020
60,0x00003f3e,7.905273,0,1,0,204,1.020
61,0x0000449c,8.576172,0,1,0,203,1.015
62,0x0000426e,8.303711,0,1,0,203,1.015
63,0x00004030,8.023438,0,1,0,204,1.020
64,0x000055c8,10.722656,0,1,0,204,1.020
65,0x00005f50,11.914062,0,1,0,204,1.020
66,0x00004acc,9.349609,0,1,0,203,1.015
67,0x0000486a,9.051758,0,1,0,203,1.015
68,0x000039d4,7.228516,0,1,0,204,1.020
69,0x00003c60,7.546875,0,1,0,204,1.020
70,0x000056fa,10.872070,0,1,0,204,1.020
71,0x00006302,12.375977,0,1,0,203,1.015
72,0x00004e5a,9.793945,0,1,0,203,1.015
73,0x0000486e,9.053711,0,1,0,204,1.020
74,0x00003fd4,7.978516,0,1,0,204,1.020
75,0x000045a2,8.704102,0,1,0,204,1.020
76,0x00005ba4,11.455078,0,1,0,203,1.015
77,0x0000632e,12.397461,0,1,0,203,1.015
78,0x00004af9,9.371582,0,1,0,204,1.020
79,0x0000496f,9.179199,0,1,0,204,1.020
80,0x000044aa,8.583008,0,1,0,204,1.020
81,0x00003ccd,7.600098,0,1,0,203,1.015
82,0x00003e63,7.798340,0,1,0,203,1.015
83,0x0000394c,7.162109,0,1,0,204,1.020
84,0x000021ed,4.240723,0,1,0,204,1.020
85,0x00001863,3.048340,0,1,0,204,1.020
86,0x00001326,2.393555,0,1,0,203,1.015
87,0x0000104f,2.038574,0,1,0,203,1.015
88,0x000010d5,2.104004,0,1,0,204,1.020
89,0x00000f26,1.893555,0,1,0,204,1.020
90,0x000003e4,0.486328,0,1,0,204,1.020
91,0x003fff30,-0.101562,0,0,1,203,1.015
92,0x003ffdf4,-0.255859,0,0,1,203,1.015
93,0x003ffcaa,-0.416992,0,0,1,204,1.020
94,0x003ffb8a,-0.557617,0,0,1,204,1.020
95,0x003ff92c,-0.853516,0,0,1,204,1.020
96,0x003ff3ff,-1.500488,0,0,1,203,1.015
97,0x003ff18f,-1.805176,0,0,1,203,1.015
98,0x003ff14c,-1.837891,0,0,1,204,1.020
99,0x003ff183,-1.811035,0,0,1,204,1.020
100,0x003ff14b,-1.838379,0,0,1,204,1.020
101,0x003ff0f2,-1.881836,0,0,1,203,1.015
102,0x003fef26,-2.106445,0,0,1,203,1.015
103,0x003feef8,-2.128906,0,0,1,204,1.020
104,0x003ff0c0,-1.906250,0,0,1,204,1.020
105,0x003ff012,-1.991211,0,0,1,204,1.020
106,0x003ff05c,-1.955078,0,0,1,203,1.015
107,0x003ff074,-1.943359,0,0,1,203,1.015
108,0x003fee96,-2.176758,0,0,1,204,1.020
109,0x003fee66,-2.200195,0,0,1,204,1.020
110,0x003ff050,-1.960938,0,0,1,204,1.020
111,0x003fef72,-2.069336,0,0,1,203,1.015
112,0x003fef14,-2.115234,0,0,1,203,1.015
113,0x003feee6,-2.137695,0,0,1,204,1.020
114,0x003fed80,-2.312500,0,0,1,204,1.020
115,0x003fed40,-2.343750,0,0,1,204,1.020
116,0x003feeec,-2.134766,0,0,1,203,1.015
117,0x003fee56,-2.208008,0,0,1,203,1.015
118,0x003fee2c,-2.228516,0,0,1,204,1.020
119,0x003feebc,-2.158203,0,0,1,204,1.020
120,0x003fed28,-2.355469,0,0,1,204,1.020
121,0x003fecaa,-2.416992,0,0,1,203,1.015
122,0x003fede4,-2.263672,0,0,1,203,1.015
123,0x003fede6,-2.262695,0,0,1,204,1.020
124,0x003fee10,-2.242188,0,0,1,204,1.020
125,0x003fee62,-2.202148,0,0,1,204,1.020
126,0x003fed72,-2.319336,0,0,1,203,1.015
127,0x003fed3e,-2.344727,0,0,1,203,1.015
128,0x003fee92,-2.178711,0,0,1,204,1.020
129,0x003fef46,-2.090820,0,0,1,204,1.020
130,0x003ff07a,-1.940430,0,0,1,204,1.020
131,0x003ff1aa,-1.791992,0,0,1,203,1.015
132,0x003ff05b,-1.955566,0,0,1,203,1.015
133,0x003ff09d,-1.923340,0,0,1,204,1.020
134,0x003ff268,-1.699219,0,0,1,204,1.020
135,0x003ff1e9,-1.761230,0,0,1,204,1.020
136,0x003ff1cf,-1.773926,0,0,1,203,1.015
137,0x003ff24c,-1.712891,0,0,1,203,1.015
138,0x003ff029,-1.979980,0,0,1,204,1.020
139,0x003fef41,-2.093262,0,0,1,204,1.020
140,0x003ff08a,-1.932617,0,0,1,204,1.020
141,0x003ff0c1,-1.905762,0,0,1,203,1.015
142,0x003ff087,-1.934082,0,0,1,203,1.015
143,0x003ff034,-1.974609,0,0,1,204,1.020
144,0x003feecc,-2.150391,0,0,1,204,1.020
145,0x003feec8,-2.152344,0,0,1,204,1.020
146,0x003ff04e,-1.961914,0,0,1,203,1.015
147,0x003ff00a,-1.995117,0,0,1,203,1.015
148,0x003fef98,-2.050781,0,0,1,204,1.020
149,0x003fefaa,-2.041992,0,0,1,204,1.020
150,0x003fee40,-2.218750,0,0,1,204,1.020
151,0x003fedf2,-2.256836,0,0,1,203,1.015
152,0x003fef20,-2.109375,0,0,1,203,1.015
153,0x003feefc,-2.126953,0,0,1,204,1.020
154,0x003fee48,-2.214844,0,0,1,204,1.020
155,0x003fee16,-2.239258,0,0,1,204,1.020
156,0x003fec7b,-2.439941,0,0,1,203,1.015
157,0x003fec6d,-2.446777,0,0,1,203,1.015
158,0x003fedc2,-2.280273,0,0,1,204,1.020
159,0x003fed37,-2.348145,0,0,1,204,1.020
160,0x003fecbd,-2.407715,0,0,1,204,1.020
161,0x003fed0a,-2.370117,0,0,1,203,1.015
162,0x003fec52,-2.459961,0,0,1,203,1.015
163,0x003fec42,-2.467773,0,0,1,204,1.020
164,0x003fedea,-2.260742,0,0,1,204,1.020
165,0x003fee12,-2.241211,0,0,1,204,1.020
166,0x003fee68,-2.199219,0,0,1,203,1.015
167,0x003fef28,-2.105469,0,0,1,203,1.015
168,0x003fedcc,-2.275391,0,0,1,204,1.020
169,0x003fedb0,-2.289062,0,0,1,204,1.020
170,0x003fefb4,-2.037109,0,0,1,204,1.020
171,0x003fef7e,-2.063477,0,0,1,203,1.015
172,0x003fef8a,-2.057617,0,0,1,203,1.015
173,0x003ff060,-1.953125,0,0,1,204,1.020
174,0x003fee55,-2.208496,0,0,1,204,1.020
175,0x003fede7,-2.262207,0,0,1,204,1.020
176,0x003fef36,-2.098633,0,0,1,203,1.015
177,0x003ff09d,-1.923340,0,0,1,203,1.015
178,0x003ff01d,-1.985840,0,0,1,204,1.020
179,0x003fef1e,-2.110352,0,0,1,204,1.020
180,0x003fed75,-2.317871,0,0,1,204,1.020
181,0x003fed91,-2.304199,0,0,1,203,1.015
182,0x003fee7c,-2.189453,0,0,1,203,1.015
183,0x003feed1,-2.147949,0,0,1,204,1.020
184,0x003feec5,-2.153809,0,0,1,204,1.020
185,0x003fef56,-2.083008,0,0,1,204,1.020
186,0x003fef17,-2.113770,0,0,1,203,1.015
187,0x003fefb1,-2.038574,0,0,1,203,1.015
188,0x003ff1be,-1.782227,0,0,1,204,1.020
189,0x003ff127,-1.855957,0,0,1,204,1.020
190,0x003ff171,-1.819824,0,0,1,204,1.020
191,0x003ff172,-1.819336,0,0,1,203,1.015
192,0x003fef06,-2.122070,0,0,1,203,1.015
193,0x003fee40,-2.218750,0,0,1,204,1.020
194,0x003fefce,-2.024414,0,0,1,204,1.020
195,0x003fefb2,-2.038086,0,0,1,204,1.020
196,0x003fee50,-2.210938,0,0,1,203,1.015
197,0x003fed36,-2.348633,0,0,1,203,1.015
198,0x003febad,-2.540527,0,0,1,204,1.020
199,0x003feb89,-2.558105,0,0,1,204,1.020
200,0x003fecc2,-2.405273,0,0,1,204,1.020
201,0x003fed39,-2.347168,0,0,1,203,1.015
202,0x003fecf3,-2.381348,0,0,1,203,1.015
203,0x003fed58,-2.332031,0,0,1,204,1.020
204,0x003fed16,-2.364258,0,0,1,204,1.020
205,0x003fed8c,-2.306641,0,0,1,204,1.020
206,0x003feef0,-2.132812,0,0,1,203,1.015
207,0x003feecc,-2.150391,0,0,1,203,1.015
208,0x003fee48,-2.214844,0,0,1,204,1.020
209,0x003fee82,-2.186523,0,0,1,204,1.020
210,0x003fedfa,-2.252930,0,0,1,204,1.020
211,0x003feda8,-2.292969,0,0,1,203,1.015
212,0x003fef7a,-2.065430,0,0,1,203,1.015
213,0x003fef6c,-2.072266,0,0,1,204,1.020
214,0x003fef7a,-2.065430,0,0,1,204,1.020
215,0x003fefb0,-2.039062,0,0,1,204,1.020
216,0x003fede6,-2.262695,0,0,1,203,1.015
217,0x003feda8,-2.292969,0,0,1,203,1.015
218,0x003fee9a,-2.174805,0,0,1,204,1.020
219,0x003feec6,-2.153320,0,0,1,204,1.020
220,0x003fee2e,-2.227539,0,0,1,204,1.020
221,0x003feea8,-2.167969,0,0,1,203,1.015
222,0x003fee55,-2.208496,0,0,1,203,1.015
223,0x003fee6f,-2.195801,0,0,1,204,1.020
224,0x003fefe0,-2.015625,0,0,1,204,1.020
225,0x003ff005,-1.997559,0,0,1,204,1.020
226,0x003feffd,-2.001465,0,0,1,203,1.015
227,0x003ff0c6,-1.903320,0,0,1,203,1.015
228,0x003fee99,-2.175293,0,0,1,204,1.020
229,0x003feda1,-2.296387,0,0,1,204,1.020
230,0x003fee68,-2.199219,0,0,1,204,1.020
231,0x003fef69,-2.073730,0,0,1,203,1.015
232,0x003fef07,-2.121582,0,0,1,203,1.015
233,0x003feeac,-2.166016,0,0,1,204,1.020
234,0x003feda8,-2.292969,0,0,1,204,1.020
235,0x003fed76,-2.317383,0,0,1,204,1.020
236,0x003feea2,-2.170898,0,0,1,203,1.015
237,0x003fef62,-2.077148,0,0,1,203,1.015
238,0x003fef18,-2.113281,0,0,1,204,1.020
239,0x003feea8,-2.167969,0,0,1,204,1.020
240,0x003fee14,-2.240234,0,0,1,204,1.020
241,0x003fee5c,-2.205078,0,0,1,203,1.015
242,0x003feff0,-2.007812,0,0,1,203,1.015
243,0x003fefba,-2.034180,0,0,1,204,1.020
244,0x003fef10,-2.117188,0,0,1,204,1.020
245,0x003feee4,-2.138672,0,0,1,204,1.020
246,0x003feedd,-2.142090,0,0,1,203,1.015
