sample_id,hex_out,float_out,label,prediction,correct,latency_cycles_cnn,latency_us
55,0x00001c6f,3.554199,1,1,1,208,1.040
56,0x000007df,0.983887,0,1,0,208,1.040
57,0x00000bf6,1.495117,1,1,1,208,1.040
58,0x00002f72,5.930664,1,1,1,209,1.045
59,0x003ffa61,-0.702637,0,0,1,209,1.045
60,0x00000a3a,1.278320,0,1,0,208,1.040
61,0x00000711,0.883301,0,1,0,208,1.040
62,0x003ffa4a,-0.713867,0,0,1,208,1.040
63,0x00001475,2.557129,0,1,0,209,1.045
64,0x00000013,0.009277,0,1,0,209,1.045
65,0x00000cd4,1.603516,0,1,0,208,1.040
66,0x0000184a,3.036133,0,1,0,208,1.040
67,0x000018de,3.108398,0,1,0,208,1.040
68,0x003ff6c4,-1.154297,0,0,1,209,1.045
69,0x003ffa6b,-0.697754,0,0,1,209,1.045
70,0x000006bc,0.841797,0,1,0,208,1.040
71,0x003ffb34,-0.599609,0,0,1,208,1.040
72,0x0000215b,4.169434,0,1,0,208,1.040
73,0x000006a1,0.828613,0,1,0,209,1.045
74,0x00000379,0.434082,0,1,0,209,1.045
75,0x00000f9b,1.950684,0,1,0,208,1.040
76,0x00005dc0,11.718750,1,1,1,208,1.040
77,0x003feffc,-2.001953,0,0,1,208,1.040
78,0x00001a11,3.258301,0,1,0,209,1.045
79,0x000017b9,2.965332,0,1,0,209,1.045
80,0x00000b30,1.398438,0,1,0,208,1.040
81,0x00001012,2.008789,0,1,0,208,1.040
82,0x00000502,0.625977,0,1,0,208,1.040
83,0x000018a7,3.081543,0,1,0,209,1.045
84,0x00000edb,1.856934,0,1,0,209,1.045
85,0x00001548,2.660156,1,1,1,208,1.040
86,0x00000e64,1.798828,0,1,0,208,1.040
87,0x003fead4,-2.646484,0,0,1,208,1.040
88,0x00000f3a,1.903320,0,1,0,209,1.045
89,0x0000184e,3.038086,0,1,0,209,1.045
90,0x00000376,0.432617,0,1,0,208,1.040
91,0x003ff842,-0.967773,0,0,1,208,1.040
92,0x0000058c,0.693359,0,1,0,208,1.040
93,0x000003a2,0.454102,0,1,0,209,1.045
94,0x00000636,0.776367,0,1,0,209,1.045
95,0x003ffe81,-0.187012,0,0,1,208,1.040
96,0x003fef64,-2.076172,0,0,1,208,1.040
97,0x003ffd59,-0.331543,1,0,0,208,1.040
98,0x00000306,0.377930,1,1,1,209,1.045
99,0x0000153c,2.654297,0,1,0,209,1.045
100,0x000010ff,2.124512,0,1,0,208,1.040
101,0x00001129,2.145020,0,1,0,208,1.040
102,0x003ffa7a,-0.690430,0,0,1,208,1.040
103,0x003ffb52,-0.584961,0,0,1,209,1.045
104,0x00000616,0.760742,0,1,0,209,1.045
105,0x00000d0f,1.632324,1,1,1,208,1.040
106,0x000040a1,8.078613,1,1,1,208,1.040
107,0x003ff4e1,-1.390137,0,0,1,208,1.040
108,0x003ff8af,-0.914551,0,0,1,209,1.045
109,0x003ffaa0,-0.671875,0,0,1,209,1.045
110,0x00001216,2.260742,0,1,0,208,1.040
111,0x003ff212,-1.741211,0,0,1,208,1.040
112,0x003ff1b3,-1.787598,0,0,1,208,1.040
113,0x003ffdf1,-0.257324,0,0,1,209,1.045
114,0x003fff20,-0.109375,0,0,1,209,1.045
115,0x000014a3,2.579590,0,1,0,208,1.040
116,0x00000717,0.886230,0,1,0,208,1.040
117,0x00001776,2.932617,0,1,0,208,1.040
118,0x000006f8,0.871094,0,1,0,209,1.045
119,0x000018f4,3.119141,0,1,0,209,1.045
120,0x003ffb20,-0.609375,0,0,1,208,1.040
121,0x0000341b,6.513184,1,1,1,208,1.040
122,0x00001842,3.032227,0,1,0,208,1.040
123,0x0000166b,2.802246,0,1,0,209,1.045
124,0x00001322,2.391602,0,1,0,209,1.045
125,0x003ffbc4,-0.529297,1,0,0,208,1.040
126,0x00001d30,3.648438,0,1,0,208,1.040
127,0x00000c02,1.500977,1,1,1,208,1.040
128,0x00000302,0.375977,0,1,0,209,1.045
129,0x00000a1f,1.265137,0,1,0,209,1.045
130,0x00000b93,1.446777,0,1,0,208,1.040
131,0x0000065f,0.796387,0,1,0,208,1.040
132,0x003ff2be,-1.657227,0,0,1,208,1.040
133,0x000002ae,0.334961,0,1,0,209,1.045
134,0x0000062a,0.770508,0,1,0,209,1.045
135,0x00002da7,5.706543,1,1,1,208,1.040
136,0x003ff8ef,-0.883301,0,0,1,208,1.040
137,0x000007bc,0.966797,0,1,0,208,1.040
138,0x00000ec3,1.845215,0,1,0,209,1.045
139,0x00000195,0.197754,0,1,0,209,1.045
140,0x003fefb0,-2.039062,0,0,1,208,1.040
141,0x000001c2,0.219727,0,1,0,208,1.040
142,0x0000057f,0.687012,0,1,0,208,1.040
143,0x003feae2,-2.639648,0,0,1,209,1.045
144,0x00001fb2,3.961914,0,1,0,209,1.045
145,0x003ffd0b,-0.369629,1,0,0,208,1.040
146,0x003fff68,-0.074219,0,0,1,208,1.040
147,0x00000da6,1.706055,0,1,0,208,1.040
148,0x00001309,2.379395,0,1,0,209,1.045
149,0x003ffa19,-0.737793,0,0,1,209,1.045
150,0x00000dd3,1.728027,0,1,0,208,1.040
151,0x000023ed,4.490723,1,1,1,208,1.040
152,0x00003318,6.386719,1,1,1,208,1.040
153,0x0000211f,4.140137,1,1,1,209,1.045
154,0x0000005a,0.043945,0,1,0,209,1.045
155,0x0000086d,1.053223,0,1,0,208,1.040
156,0x0000034f,0.413574,0,1,0,208,1.040
157,0x000029ad,5.209473,1,1,1,208,1.040
158,0x003ffcd3,-0.396973,0,0,1,209,1.045
159,0x003ffb98,-0.550781,1,0,0,209,1.045
160,0x0000086c,1.052734,0,1,0,208,1.040
161,0x003ffda9,-0.292480,0,0,1,208,1.040
162,0x00000be4,1.486328,0,1,0,208,1.040
163,0x003ffa15,-0.739746,0,0,1,209,1.045
164,0x003ffb2c,-0.603516,0,0,1,209,1.045
165,0x003fff9e,-0.047852,0,0,1,208,1.040
166,0x000001a3,0.204590,0,1,0,208,1.040
167,0x000024e9,4.613770,1,1,1,208,1.040
168,0x00001360,2.421875,0,1,0,209,1.045
169,0x00000e05,1.752441,0,1,0,209,1.045
170,0x00004bf0,9.492188,0,1,0,208,1.040
171,0x000006ab,0.833496,0,1,0,208,1.040
172,0x000003eb,0.489746,0,1,0,208,1.040
173,0x003feff8,-2.003906,0,0,1,209,1.045
174,0x000004a3,0.579590,0,1,0,209,1.045
175,0x00002bcf,5.476074,0,1,0,208,1.040
176,0x003ff455,-1.458496,0,0,1,208,1.040
177,0x003ffce8,-0.386719,0,0,1,208,1.040
178,0x00000698,0.824219,0,1,0,209,1.045
179,0x00000fb4,1.962891,0,1,0,209,1.045
180,0x00002d91,5.695801,0,1,0,208,1.040
181,0x0000073e,0.905273,0,1,0,208,1.040
182,0x00000138,0.152344,0,1,0,208,1.040
183,0x0000035c,0.419922,0,1,0,209,1.045
184,0x00000210,0.257812,0,1,0,209,1.045
185,0x003ff6cc,-1.150391,0,0,1,208,1.040
186,0x000000ba,0.090820,0,1,0,208,1.040
187,0x00000f56,1.916992,1,1,1,208,1.040
188,0x000005cd,0.725098,1,1,1,209,1.045
189,0x0000348f,6.569824,1,1,1,209,1.045
190,0x00001125,2.143066,1,1,1,208,1.040
191,0x000009c2,1.219727,0,1,0,208,1.040
192,0x003ffe9b,-0.174316,0,0,1,208,1.040
193,0x0000078a,0.942383,0,1,0,209,1.045
194,0x00000a59,1.293457,0,1,0,209,1.045
195,0x00001de3,3.735840,0,1,0,208,1.040
196,0x00001766,2.924805,0,1,0,208,1.040
197,0x003ff6af,-1.164551,0,0,1,208,1.040
198,0x00000899,1.074707,0,1,0,209,1.045
199,0x000014cf,2.601074,0,1,0,209,1.045
200,0x000003c7,0.472168,0,1,0,208,1.040
201,0x003ffd47,-0.340332,0,0,1,208,1.040
202,0x000008de,1.108398,1,1,1,208,1.040
203,0x000005a2,0.704102,0,1,0,209,1.045
204,0x00000862,1.047852,0,1,0,209,1.045
205,0x000001f8,0.246094,0,1,0,208,1.040
206,0x000000e8,0.113281,0,1,0,208,1.040
207,0x0000026e,0.303711,0,1,0,208,1.040
208,0x003fff42,-0.092773,0,0,1,209,1.045
209,0x00001c8e,3.569336,1,1,1,209,1.045
210,0x003ffffe,-0.000977,0,0,1,208,1.040
211,0x000013a0,2.453125,0,1,0,208,1.040
212,0x0000091d,1.139160,0,1,0,208,1.040
213,0x003ffee9,-0.136230,0,0,1,209,1.045
214,0x00000490,0.570312,0,1,0,209,1.045
215,0x003ff644,-1.216797,0,0,1,208,1.040
216,0x00000778,0.933594,0,1,0,208,1.040
217,0x003ffcfb,-0.377441,1,0,0,208,1.040
218,0x000013c3,2.470215,0,1,0,209,1.045
219,0x003ff9f0,-0.757812,0,0,1,209,1.045
220,0x00000b1f,1.390137,1,1,1,208,1.040
221,0x00000284,0.314453,0,1,0,208,1.040
222,0x003fea45,-2.716309,0,0,1,208,1.040
223,0x00000231,0.273926,1,1,1,209,1.045
224,0x00004d80,9.687500,1,1,1,209,1.045
225,0x000029be,5.217773,1,1,1,208,1.040
226,0x003ff4e3,-1.389160,0,0,1,208,1.040
227,0x000012b4,2.337891,0,1,0,208,1.040
228,0x003ff156,-1.833008,0,0,1,209,1.045
229,0x0000127a,2.309570,0,1,0,209,1.045
230,0x003fff4f,-0.086426,0,0,1,208,1.040
231,0x003ff5a5,-1.294434,0,0,1,208,1.040
232,0x003ffadc,-0.642578,1,0,0,208,1.040
233,0x00004fc4,9.970703,1,1,1,209,1.045
234,0x000006ad,0.834473,0,1,0,209,1.045
235,0x003ffb25,-0.606934,0,0,1,208,1.040
236,0x003ff725,-1.106934,0,0,1,208,1.040
237,0x003ff6a8,-1.167969,0,0,1,208,1.040
238,0x0000380d,7.006348,1,1,1,209,1.045
239,0x003ff639,-1.222168,0,0,1,209,1.045
240,0x00001840,3.031250,1,1,1,208,1.040
241,0x003ff87c,-0.939453,0,0,1,208,1.040
242,0x0000093b,1.153809,0,1,0,208,1.040
243,0x003ff9c1,-0.780762,0,0,1,209,1.045
244,0x003fff6d,-0.071777,0,0,1,209,1.045
245,0x003ff9b5,-0.786621,0,0,1,208,1.040
246,0x00001a86,3.315430,1,1,1,208,1.040
247,0x003ffd9e,-0.297852,0,0,1,208,1.040
248,0x00002485,4.564941,1,1,1,209,1.045
249,0x003ff7c5,-1.028809,0,0,1,209,1.045
250,0x00000738,0.902344,0,1,0,208,1.040
251,0x00000af3,1.368652,0,1,0,208,1.040
252,0x00001207,2.253418,0,1,0,208,1.040
253,0x000003dd,0.482910,0,1,0,209,1.045
254,0x00000700,0.875000,0,1,0,209,1.045
255,0x003ff397,-1.551270,0,0,1,208,1.040
256,0x00004531,8.648926,1,1,1,208,1.040
257,0x00000dcd,1.725098,0,1,0,208,1.040
258,0x003ff92e,-0.852539,0,0,1,209,1.045
259,0x0000086f,1.054199,0,1,0,209,1.045
260,0x000006b8,0.839844,0,1,0,208,1.040
261,0x00001a07,3.253418,0,1,0,208,1.040
262,0x000020bb,4.091309,1,1,1,208,1.040
263,0x003ffc5f,-0.453613,0,0,1,209,1.045
264,0x003ffd9f,-0.297363,0,0,1,209,1.045
265,0x000013c7,2.472168,0,1,0,208,1.040
266,0x00000d7e,1.686523,0,1,0,208,1.040
267,0x00000b63,1.423340,0,1,0,208,1.040
268,0x003ffcfe,-0.375977,0,0,1,209,1.045
269,0x0000145d,2.545410,0,1,0,209,1.045
270,0x003fe92a,-2.854492,0,0,1,208,1.040
271,0x0000067a,0.809570,0,1,0,208,1.040
272,0x003ffc4c,-0.462891,0,0,1,208,1.040
273,0x003ffe31,-0.226074,0,0,1,209,1.045
274,0x00002d49,5.660645,1,1,1,209,1.045
275,0x000023ab,4.458496,1,1,1,208,1.040
276,0x00000162,0.172852,1,1,1,208,1.040
277,0x003ffff9,-0.003418,0,0,1,208,1.040
278,0x0000000f,0.007324,0,1,0,209,1.045
279,0x003ff4a0,-1.421875,0,0,1,209,1.045
280,0x00000fe2,1.985352,0,1,0,208,1.040
281,0x00000326,0.393555,0,1,0,208,1.040
282,0x003ff72e,-1.102539,0,0,1,208,1.040
283,0x003ff6a0,-1.171875,1,0,0,209,1.045
284,0x00000dc8,1.722656,1,1,1,209,1.045
285,0x003ff974,-0.818359,0,0,1,208,1.040
286,0x003ffdd8,-0.269531,0,0,1,208,1.040
287,0x00000115,0.135254,0,1,0,208,1.040
288,0x000004fc,0.623047,0,1,0,209,1.045
289,0x00000721,0.891113,1,1,1,209,1.045
290,0x003ff402,-1.499023,0,0,1,208,1.040
291,0x003ffaf3,-0.631348,0,0,1,208,1.040
292,0x0000047c,0.560547,0,1,0,208,1.040
293,0x003ff203,-1.748535,0,0,1,209,1.045
294,0x00000ac6,1.346680,0,1,0,209,1.045
295,0x00000f9d,1.951660,0,1,0,208,1.040
296,0x003fec75,-2.442871,0,0,1,208,1.040
297,0x003fffc8,-0.027344,0,0,1,208,1.040
298,0x003ff355,-1.583496,0,0,1,209,1.045
299,0x00000aff,1.374512,0,1,0,209,1.045
300,0x000001f7,0.245605,0,1,0,208,1.040
301,0x000004e1,0.609863,0,1,0,208,1.040
302,0x00000828,1.019531,1,1,1,208,1.040
303,0x000008f3,1.118652,0,1,0,209,1.045
304,0x00000ac7,1.347168,0,1,0,209,1.045
305,0x00000f5e,1.920898,1,1,1,208,1.040
306,0x003ff991,-0.804199,0,0,1,208,1.040
307,0x003ffe64,-0.201172,0,0,1,208,1.040
308,0x0000028a,0.317383,0,1,0,209,1.045
309,0x0000006f,0.054199,0,1,0,209,1.045
310,0x00001124,2.142578,1,1,1,208,1.040
311,0x003ffc89,-0.433105,0,0,1,208,1.040
312,0x003ffe61,-0.202637,0,0,1,208,1.040
313,0x0000013a,0.153320,0,1,0,209,1.045
314,0x00000529,0.645020,0,1,0,209,1.045
315,0x0000096a,1.176758,0,1,0,208,1.040
316,0x003fe5d9,-3.269043,0,0,1,208,1.040
317,0x003ffbe0,-0.515625,0,0,1,208,1.040
318,0x003ffdfa,-0.252930,0,0,1,209,1.045
319,0x0000047e,0.561523,1,1,1,209,1.045
320,0x000005aa,0.708008,0,1,0,208,1.040
321,0x000022ed,4.365723,1,1,1,208,1.040
322,0x003ff6a3,-1.170410,0,0,1,208,1.040
323,0x00002e45,5.783691,1,1,1,209,1.045
324,0x00002d69,5.676270,1,1,1,209,1.045
325,0x000007b0,0.960938,1,1,1,208,1.040
326,0x00001dff,3.749512,0,1,0,208,1.040
327,0x000007ee,0.991211,0,1,0,208,1.040
328,0x000004a2,0.579102,0,1,0,209,1.045
329,0x003ff47b,-1.439941,0,0,1,209,1.045
330,0x00001c25,3.518066,0,1,0,208,1.040
331,0x00000256,0.291992,1,1,1,208,1.040
332,0x00000714,0.884766,0,1,0,208,1.040
333,0x003ffc33,-0.475098,0,0,1,209,1.045
334,0x00000bd0,1.476562,1,1,1,209,1.045
335,0x00000e5b,1.794434,0,1,0,208,1.040
336,0x003ff7ef,-1.008301,0,0,1,208,1.040
337,0x003ffa57,-0.707520,0,0,1,208,1.040
338,0x003ff80d,-0.993652,0,0,1,209,1.045
339,0x00000685,0.814941,0,1,0,209,1.045
340,0x000003dd,0.482910,1,1,1,208,1.040
341,0x00000795,0.947754,0,1,0,208,1.040
342,0x00000eb1,1.836426,0,1,0,208,1.040
343,0x003fff65,-0.075684,0,0,1,209,1.045
344,0x003ff096,-1.926758,0,0,1,209,1.045
345,0x003ffd50,-0.335938,0,0,1,208,1.040
346,0x0000002f,0.022949,0,1,0,208,1.040
347,0x00000950,1.164062,0,1,0,208,1.040
348,0x00001178,2.183594,0,1,0,209,1.045
349,0x0000130d,2.381348,0,1,0,209,1.045
350,0x00000c56,1.541992,1,1,1,208,1.040
351,0x0000025c,0.294922,0,1,0,208,1.040
352,0x00002dd9,5.730957,0,1,0,208,1.040
353,0x00000aed,1.365723,0,1,0,209,1.045
354,0x00000d53,1.665527,0,1,0,209,1.045
355,0x00001941,3.156738,0,1,0,208,1.040
356,0x003ff4e3,-1.389160,0,0,1,208,1.040
357,0x003ff91a,-0.862305,0,0,1,208,1.040
358,0x00000c0b,1.505371,0,1,0,209,1.045
359,0x00000ae9,1.363770,1,1,1,209,1.045
360,0x003ff545,-1.341309,0,0,1,208,1.040
361,0x003ffed4,-0.146484,0,0,1,208,1.040
362,0x000007c0,0.968750,0,1,0,208,1.040
363,0x003ffd47,-0.340332,0,0,1,209,1.045
364,0x000029f4,5.244141,0,1,0,209,1.045
365,0x00000ce3,1.610840,0,1,0,208,1.040
366,0x00000083,0.063965,0,1,0,208,1.040
367,0x0000055f,0.671387,0,1,0,208,1.040
368,0x000008ca,1.098633,0,1,0,209,1.045
369,0x003ffcf3,-0.381348,0,0,1,209,1.045
370,0x00000251,0.289551,0,1,0,208,1.040
371,0x003ff7aa,-1.041992,0,0,1,208,1.040
372,0x00001af9,3.371582,1,1,1,208,1.040
373,0x003ffbb8,-0.535156,0,0,1,209,1.045
374,0x00000c8a,1.567383,0,1,0,209,1.045
375,0x00003471,6.555176,1,1,1,208,1.040
376,0x00000c4d,1.537598,0,1,0,208,1.040
377,0x003ff0da,-1.893555,0,0,1,208,1.040
378,0x00001ccb,3.599121,0,1,0,209,1.045
379,0x00000cbe,1.592773,0,1,0,209,1.045
380,0x000009c4,1.220703,1,1,1,208,1.040
381,0x0000114f,2.163574,0,1,0,208,1.040
382,0x00000724,0.892578,0,1,0,208,1.040
383,0x00001bf3,3.493652,0,1,0,209,1.045
384,0x000012f0,2.367188,0,1,0,209,1.045
385,0x00000bac,1.458984,1,1,1,208,1.040
386,0x000007e3,0.985840,0,1,0,208,1.040
387,0x00000d83,1.688965,1,1,1,208,1.040
388,0x003ff155,-1.833496,0,0,1,209,1.045
389,0x00000a34,1.275391,0,1,0,209,1.045
390,0x000007e9,0.988770,0,1,0,208,1.040
391,0x00002078,4.058594,1,1,1,208,1.040
392,0x003ff96b,-0.822754,0,0,1,208,1.040
393,0x003fefcc,-2.025391,0,0,1,209,1.045
394,0x003ff294,-1.677734,0,0,1,209,1.045
395,0x00000976,1.182617,0,1,0,208,1.040
396,0x000008cf,1.101074,0,1,0,208,1.040
397,0x003fffc0,-0.031250,0,0,1,208,1.040
398,0x00000b35,1.400879,0,1,0,209,1.045
399,0x00005b38,11.402344,1,1,1,209,1.045
400,0x003ffd75,-0.317871,0,0,1,208,1.040
401,0x003ff86e,-0.946289,0,0,1,208,1.040
402,0x0000079c,0.951172,0,1,0,208,1.040
403,0x003ffa97,-0.676270,0,0,1,209,1.045
404,0x0000064a,0.786133,0,1,0,209,1.045
405,0x0000a135,20.150879,1,1,1,208,1.040
406,0x003ff825,-0.981934,0,0,1,208,1.040
407,0x003ff3d3,-1.521973,0,0,1,208,1.040
408,0x00000416,0.510742,0,1,0,209,1.045
409,0x0000039c,0.451172,0,1,0,209,1.045
410,0x00000397,0.448730,0,1,0,208,1.040
411,0x00000e13,1.759277,0,1,0,208,1.040
412,0x003ffc03,-0.498535,0,0,1,208,1.040
413,0x003ff39f,-1.547363,0,0,1,209,1.045
414,0x00001aa2,3.329102,0,1,0,209,1.045
415,0x0000065b,0.794434,0,1,0,208,1.040
416,0x0000066d,0.803223,0,1,0,208,1.040
417,0x000005b8,0.714844,0,1,0,208,1.040
418,0x003feba5,-2.544434,0,0,1,209,1.045
419,0x003ffcc6,-0.403320,0,0,1,209,1.045
420,0x00000440,0.531250,0,1,0,208,1.040
421,0x00002f29,5.895020,1,1,1,208,1.040
422,0x003fffb8,-0.035156,1,0,0,208,1.040
423,0x00000831,1.023926,0,1,0,209,1.045
424,0x003ffd75,-0.317871,0,0,1,209,1.045
425,0x00002634,4.775391,1,1,1,208,1.040
426,0x003ff70d,-1.118652,0,0,1,208,1.040
427,0x003ffffb,-0.002441,0,0,1,208,1.040
428,0x0000090e,1.131836,0,1,0,209,1.045
429,0x00000084,0.064453,1,1,1,209,1.045
430,0x003fecf6,-2.379883,0,0,1,208,1.040
431,0x000013a1,2.453613,0,1,0,208,1.040
432,0x000005c7,0.722168,0,1,0,208,1.040
433,0x00000107,0.128418,0,1,0,209,1.045
434,0x00000c04,1.501953,0,1,0,209,1.045
435,0x00000504,0.626953,0,1,0,208,1.040
436,0x003ffca5,-0.419434,0,0,1,208,1.040
437,0x003ffea6,-0.168945,1,0,0,208,1.040
438,0x003ffb0c,-0.619141,0,0,1,209,1.045
439,0x00002067,4.050293,0,1,0,209,1.045
440,0x00000b20,1.390625,1,1,1,208,1.040
441,0x003ff511,-1.366699,0,0,1,208,1.040
442,0x00000639,0.777832,0,1,0,208,1.040
443,0x00001288,2.316406,1,1,1,209,1.045
444,0x000024e2,4.610352,1,1,1,209,1.045
445,0x00000dff,1.749512,0,1,0,208,1.040
446,0x003ff72b,-1.104004,0,0,1,208,1.040
447,0x000006c1,0.844238,0,1,0,208,1.040
448,0x00000268,0.300781,1,1,1,209,1.045
449,0x00000b24,1.392578,0,1,0,209,1.045
450,0x00000022,0.016602,0,1,0,208,1.040
451,0x00000665,0.799316,0,1,0,208,1.040
452,0x003fffa4,-0.044922,0,0,1,208,1.040
453,0x003ff8d2,-0.897461,0,0,1,209,1.045
454,0x000023b0,4.460938,1,1,1,209,1.045
455,0x0000232a,4.395508,1,1,1,208,1.040
456,0x003ff06e,-1.946289,0,0,1,208,1.040
457,0x00000199,0.199707,0,1,0,208,1.040
458,0x003fec10,-2.492188,0,0,1,209,1.045
459,0x0000208c,4.068359,0,1,0,209,1.045
460,0x00000eb0,1.835938,0,1,0,208,1.040
461,0x00000897,1.073730,0,1,0,208,1.040
462,0x003ff334,-1.599609,0,0,1,208,1.040
463,0x00000340,0.406250,0,1,0,209,1.045
464,0x003ff86c,-0.947266,0,0,1,209,1.045
465,0x0000076c,0.927734,0,1,0,208,1.040
466,0x00000ecc,1.849609,0,1,0,208,1.040
467,0x00000904,1.126953,0,1,0,208,1.040
468,0x0000072d,0.896973,0,1,0,209,1.045
469,0x000005ed,0.740723,1,1,1,209,1.045
470,0x00000d25,1.643066,0,1,0,208,1.040
471,0x003ff504,-1.373047,0,0,1,208,1.040
472,0x00002278,4.308594,0,1,0,208,1.040
473,0x00004cc8,9.597656,1,1,1,209,1.045
474,0x003ffe7a,-0.190430,1,0,0,209,1.045
475,0x003ff81a,-0.987305,0,0,1,208,1.040
476,0x00000d0a,1.629883,0,1,0,208,1.040
477,0x003ff9e9,-0.761230,0,0,1,208,1.040
478,0x000005f7,0.745605,0,1,0,209,1.045
479,0x003fff4d,-0.087402,0,0,1,209,1.045
480,0x003ff8a8,-0.917969,0,0,1,208,1.040
481,0x000017bf,2.968262,0,1,0,208,1.040
482,0x000009b2,1.211914,0,1,0,208,1.040
483,0x000000d8,0.105469,0,1,0,209,1.045
484,0x003ff763,-1.076660,0,0,1,209,1.045
485,0x003ffff7,-0.004395,0,0,1,208,1.040
486,0x00002c5e,5.545898,0,1,0,208,1.040
487,0x003fe60e,-3.243164,0,0,1,208,1.040
488,0x000014a0,2.578125,0,1,0,209,1.045
489,0x00000325,0.393066,0,1,0,209,1.045
490,0x00001573,2.681152,1,1,1,208,1.040
491,0x003ffdd0,-0.273438,0,0,1,208,1.040
492,0x00000371,0.430176,0,1,0,208,1.040
493,0x000007ce,0.975586,0,1,0,209,1.045
494,0x003fefce,-2.024414,0,0,1,209,1.045
495,0x003ff32f,-1.602051,1,0,0,208,1.040
496,0x00002d1e,5.639648,1,1,1,208,1.040
497,0x00000a3a,1.278320,0,1,0,208,1.040
498,0x003ff720,-1.109375,0,0,1,209,1.045
499,0x00003bed,7.490723,1,1,1,209,1.045
500,0x0000106e,2.053711,0,1,0,208,1.040
501,0x003ff2c3,-1.654785,0,0,1,208,1.040
502,0x00004283,8.313965,1,1,1,208,1.040
503,0x000017ca,2.973633,0,1,0,209,1.045
504,0x003ffd3d,-0.345215,0,0,1,209,1.045
505,0x00000566,0.674805,0,1,0,208,1.040
506,0x0000039c,0.451172,1,1,1,208,1.040
507,0x00001252,2.290039,0,1,0,208,1.040
508,0x00000bb2,1.461914,0,1,0,209,1.045
509,0x003ff68f,-1.180176,0,0,1,209,1.045
510,0x00001342,2.407227,1,1,1,208,1.040
511,0x003ff758,-1.082031,1,0,0,208,1.040
512,0x00000a55,1.291504,0,1,0,208,1.040
513,0x00000f1f,1.890137,0,1,0,209,1.045
514,0x00000431,0.523926,0,1,0,209,1.045
515,0x003ffe8c,-0.181641,0,0,1,208,1.040
516,0x00001481,2.562988,1,1,1,208,1.040
517,0x00000d23,1.642090,0,1,0,208,1.040
518,0x00000db6,1.713867,0,1,0,209,1.045
519,0x003fed3a,-2.346680,0,0,1,209,1.045
520,0x0000039b,0.450684,0,1,0,208,1.040
521,0x003febf9,-2.503418,0,0,1,208,1.040
